forward,0,1.5,-1,-0.54,0,0, 
startFlat,0,0,-0.005,-0.074,0,0, 
show_left,-1,0.9,-1,-0.3,0,0, 
show_mid,0,0.9,-1.2,0.25,0,0, 
show_right,1,0.9,-1,-0.3,0,0, 
back,0,0.3,-1.7,1.5,0,0,
discharge,0,0.5,-1.25,1.5,0,0,
down,0,2,-1.3,0.2,0,0,
